Gurobi 9.1.2 (linux64) logging started Fri Mar  4 21:12:47 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44740 rows, 44740 columns and 550635 nonzeros
Model fingerprint: 0xb6ac0efd
Model has 461881 quadratic objective terms
Variable types: 44640 continuous, 100 integer (100 binary)
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+00, 2e+00]
Found heuristic solution: objective 24.0920649
Presolve removed 8441 rows and 8441 columns
Presolve time: 2.25s
Presolved: 36299 rows, 36299 columns, 509217 nonzeros
Presolved model has 372223 quadratic objective terms
Variable types: 36199 continuous, 100 integer (100 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    2912    2.4092065e+01   0.000000e+00   6.344054e+03      5s
Warning: Markowitz tolerance tightened to 0.125
Warning: Markowitz tolerance tightened to 0.5
     0     0    8.27153    0  100   12.39518    8.27153  33.3%     - 8876s
     0     0    8.27161    0  100   12.39518    8.27161  33.3%     - 8991s
     0     0    8.27583    0  100   12.39518    8.27583  33.2%     - 9118s
     0     0    8.28148    0  100   12.39518    8.28148  33.2%     - 9232s
     0     0    8.28212    0  100   12.39518    8.28212  33.2%     - 9350s
     0     0    8.28885    0  100   12.39518    8.28885  33.1%     - 9419s
     0     0    8.29275    0  100   12.39518    8.29275  33.1%     - 9519s
     0     0    8.29625    0  100   12.39518    8.29625  33.1%     - 9643s
     0     0    8.32435    0  100   12.39518    8.32435  32.8%     - 9735s
     0     0    8.32437    0  100   12.39518    8.32437  32.8%     - 9845s
     0     0    8.33388    0  100   12.39518    8.33388  32.8%     - 9898s
     0     0    8.33494    0  100   12.39518    8.33494  32.8%     - 10015s
     0     0    8.34563    0  100   12.39518    8.34563  32.7%     - 10117s
     0     0    8.34591    0  100   12.39518    8.34591  32.7%     - 10237s
     0     0    8.35267    0  100   12.39518    8.35267  32.6%     - 10307s
     0     0    8.36654    0  100   12.39518    8.36654  32.5%     - 10419s
     0     0    8.37126    0  100   12.39518    8.37126  32.5%     - 10563s
     0     0    8.37361    0  100   12.39518    8.37361  32.4%     - 10672s
     0     0    8.37371    0  100   12.39518    8.37371  32.4%     - 10763s
     0     0    8.38516    0  100   12.39518    8.38516  32.4%     - 10846s
     0     0    8.38600    0  100   12.39518    8.38600  32.3%     - 10972s
     0     0    8.38608    0  100   12.39518    8.38608  32.3%     - 11092s
     0     0    8.40901    0  100   12.39518    8.40901  32.2%     - 11171s
     0     0    8.41836    0  100   12.39518    8.41836  32.1%     - 11320s
     0     0    8.42204    0  100   12.39518    8.42204  32.1%     - 11393s
     0     0    8.42468    0  100   12.39518    8.42468  32.0%     - 11525s
     0     0    8.42953    0  100   12.39518    8.42953  32.0%     - 11594s
     0     0    8.43699    0  100   12.39518    8.43699  31.9%     - 11705s
     0     0    8.43916    0  100   12.39518    8.43916  31.9%     - 11818s
     0     0    8.43929    0  100   12.39518    8.43929  31.9%     - 11870s
     0     0    8.44579    0  100   12.39518    8.44579  31.9%     - 11944s
     0     0    8.44587    0  100   12.39518    8.44587  31.9%     - 12089s
